798.737500  0.000000 0.006905  0.000000 0.000004  0.000000 0.000000  0.000000 0.000001 0.000000 0.000002
803.350000  0.000000 0.269024  0.000000 0.002153  0.000000 0.000000  0.000000 0.000705 0.000000 0.000936
807.962500  0.000000 2.241152  0.000000 0.203087  0.000000 0.000000  0.000000 0.066523 0.000000 0.088327
812.575000  3.271277 6.883717  0.000000 3.662382  0.000000 0.000000  0.000000 1.199651 0.000000 1.592861
817.187500  6.542553 12.988367  0.000000 12.626413  0.000000 0.000000  0.000000 4.135913 0.000000 5.491541
821.800000  9.813830 10.534441  18.917726 8.322048  0.000000 0.000000  6.341220 2.725973 8.419649 3.619466
826.412500  3.271277 4.594552  0.000000 1.048611  0.000000 0.000000  0.000000 0.343483 0.000000 0.456067
831.025000  0.000000 1.272701  0.000000 0.025260  0.000000 0.000000  0.000000 0.008274 0.000000 0.010986
835.637500  0.000000 2.161917  0.000000 0.000116  0.000000 0.000000  0.000000 0.000038 0.000000 0.000051
840.250000  3.271277 4.027418  0.000000 0.000000  0.000000 0.000001  0.000000 0.000000 0.000000 0.000000
844.862500  0.000000 5.653153  0.000000 0.000001  0.000000 0.000277  0.000000 0.000000 0.000000 0.000095
849.475000  6.542553 4.714219  0.000000 0.000530  0.000000 0.029891  0.000000 0.000001 0.000000 0.010364
854.087500  0.000000 5.937028  0.000000 0.078839  0.000000 0.668374  0.000000 0.000203 0.000000 0.253616
858.700000  3.271277 14.906707  0.000000 2.455503  0.000000 3.099364  0.000000 0.006335 0.000000 1.858620
863.312500  13.085106 14.208856  0.000000 16.022863  5.245397 2.980535  0.000000 0.041335 1.748466 6.249175
867.925000  6.542553 10.643585  31.610653 21.904804  0.000000 0.594408  0.083450 0.056515 10.564701 7.356707
872.537500  3.271277 11.996598  0.000000 6.275825  0.000000 0.024584  0.000000 0.019183 0.000000 2.059048
877.150000  9.813830 7.391104  0.000000 0.616722  0.000000 0.000354  0.000000 0.376485 0.000000 0.326506
881.762500  0.000000 1.976806  0.000000 6.567590  0.000000 0.023791  0.000000 10.257984 0.000000 5.566764
886.375000  0.000000 6.250447  0.000000 39.096569  0.000000 0.975639  0.000000 61.109266 0.000000 33.437680
890.987500  6.542553 15.348093  72.257163 50.791863  0.000000 9.759388  115.574493 79.389434 62.610552 46.335315
895.600000  9.813830 17.543662  0.000000 14.389970  3.362478 25.572121  0.000000 22.492019 1.120826 20.902969
